autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
Yes (clinically diagnosed),5a46d551b77a5000014a8ce9,two stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),5a46d551b77a5000014a8ce9,two large triangles ,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),5a46d551b77a5000014a8ce9,two pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),5a46d551b77a5000014a8ce9,two black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),5a46d551b77a5000014a8ce9,two circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),5a46d551b77a5000014a8ce9,two black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),5a46d551b77a5000014a8ce9,two large triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),5a46d551b77a5000014a8ce9,two blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5ab80ed547a9f7000153a3bf,2 pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5ab80ed547a9f7000153a3bf,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5ab80ed547a9f7000153a3bf,green squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5ab80ed547a9f7000153a3bf,large circles pink,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5ab80ed547a9f7000153a3bf,pink triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5ab80ed547a9f7000153a3bf,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5ab80ed547a9f7000153a3bf,pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5ab80ed547a9f7000153a3bf,2 large stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5ab80ed547a9f7000153a3bf,2 squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5ab80ed547a9f7000153a3bf,large squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5ab80ed547a9f7000153a3bf,black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5ab80ed547a9f7000153a3bf,black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5ab80ed547a9f7000153a3bf,black circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5ab80ed547a9f7000153a3bf,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5ab80ed547a9f7000153a3bf,pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5ab80ed547a9f7000153a3bf,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5ab80ed547a9f7000153a3bf,2 large stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5ab80ed547a9f7000153a3bf,large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5ab80ed547a9f7000153a3bf,2 green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5ab80ed547a9f7000153a3bf,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5ab80ed547a9f7000153a3bf,2 circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5ab80ed547a9f7000153a3bf,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5ab80ed547a9f7000153a3bf,blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5ab80ed547a9f7000153a3bf,2 blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5b0671559d397e0001917f1f,two large pink pentagons and one small blue triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5b0671559d397e0001917f1f,two larger black pentagons and one small pink square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5b0671559d397e0001917f1f,two small green squares and large pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5b0671559d397e0001917f1f,two big pink circles that are bigger than the black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5b0671559d397e0001917f1f,two small pink triangles and large black rectangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5b0671559d397e0001917f1f,two small green triangles and a large pink star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5b0671559d397e0001917f1f,two pink circles and a smaller blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5b0671559d397e0001917f1f,two large blue stars and smaller black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5b0671559d397e0001917f1f,two large blue squares and small black star,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5b0671559d397e0001917f1f,two large green rectangles and small black star ,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5b0671559d397e0001917f1f,two small black squares and large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5b0671559d397e0001917f1f,two small black pentagons and large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5b0671559d397e0001917f1f,two small black circles and larger green rectangle,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5b0671559d397e0001917f1f,two small black stars and larger blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5b0671559d397e0001917f1f,two large pink stars and smaller green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5b0671559d397e0001917f1f,two small green stars and one large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5b0671559d397e0001917f1f,two large green stars and smaller pink circle,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5b0671559d397e0001917f1f,two large green triangles and smaller blue pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5b0671559d397e0001917f1f,two small green pentagons and larger black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5b0671559d397e0001917f1f,two large black triangles and smaller blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5b0671559d397e0001917f1f,two small green circles and one large blue pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5b0671559d397e0001917f1f,two small black circles and large green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5b0671559d397e0001917f1f,two large blue triangles and smaller black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5b0671559d397e0001917f1f,two small blue rectangles and larger green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5b5b7b00db56360001f45867,two large pink pentagons followed by a small blue triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5b5b7b00db56360001f45867,two large black pentagons followed by a small pink square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5b5b7b00db56360001f45867,two small green squares followed by a large pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5b5b7b00db56360001f45867,two large pink circles followed by a small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5b5b7b00db56360001f45867,two small pink triangles then a large black square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5b5b7b00db56360001f45867,two small green triangles followed by a large pink star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5b5b7b00db56360001f45867,two large pink circles followed by a small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5b5b7b00db56360001f45867,two large blue stars followed by a small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5b5b7b00db56360001f45867,two large blue squares followed by a small black star,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5b5b7b00db56360001f45867,two large green squares followed by a small black triangle,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5b5b7b00db56360001f45867,two small black squares followed by a large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5b5b7b00db56360001f45867,two small black pentagons followed by a large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5b5b7b00db56360001f45867,two small black circles followed by a large green square,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5b5b7b00db56360001f45867,two small black stars followed by a large blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5b5b7b00db56360001f45867,two large pink stars followed by a small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5b5b7b00db56360001f45867,two small green stars followed by a large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5b5b7b00db56360001f45867,two large green stars followed by a small pink circle,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5b5b7b00db56360001f45867,two large green triangles and one small blue pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5b5b7b00db56360001f45867,two small green pentagons followed by a large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5b5b7b00db56360001f45867,two large black triangles followed by a small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5b5b7b00db56360001f45867,two small green circles followed by a large blue pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5b5b7b00db56360001f45867,two small black circles followed by a large green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5b5b7b00db56360001f45867,two large blue triangles followed by a small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5b5b7b00db56360001f45867,two small blue squares followed by a large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two big pentagons and a small triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two big pentagons and a small square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,neither two small green pentagons or squares before a big pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,neither big or small circles before a small star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two small triangles and a big square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two small green triangles and a big pink star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,neither two big pink circles or squares and a small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two big blue stars and a small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two big blue squares and a small black star,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two large green squares and a star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two small black squares before a big green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two small black pentagons before a big pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two circles and a square,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two small black stars and a big blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,neither circles or stars as the big shapes,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,neither two big or small green stars and a large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two big stars and a small circle,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two big green triangles and a small blue pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two small green pentagons before a big black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,neither two big pink or black triangles before a small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two small green circles and a large blue pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,two small black circles and a big green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,neither two big blue triangles or stars before a small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),5c45b52c016e2f00017e6f53,neither two small blue or black squares and a big triangle. It should be the other one.,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5ca48653ed23650001328d9d,two big pink pentagrams and one small blue triangle.,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5ca48653ed23650001328d9d,two big black pentagrams and one small pink square.,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5ca48653ed23650001328d9d,two small green squares and one big pink star.,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5ca48653ed23650001328d9d,two big pink circles and one small black star.,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5ca48653ed23650001328d9d,two small pink triangles and one big black square.,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5ca48653ed23650001328d9d,two small green triangles and one big pink star.,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5ca48653ed23650001328d9d,two big pink circles and one small blue triangle.,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5ca48653ed23650001328d9d,two big blue stars and one small black pentagram.,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5ca48653ed23650001328d9d,two big blue squares and one small black star.,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5ca48653ed23650001328d9d,two big green squares and one small black star.,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5ca48653ed23650001328d9d,two small black squares and a big green pentagram.,square,yes,type,"two, small, black, square","one, big, green, pentagon"
